VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth,Pass/Fail,Percentage
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,5E-06,1.5E-05,27,Pass,51.11,52200000,56.85,5.67E-05,-70.35,88.97,277000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,5E-06,1.5E-05,125,Pass,50.25,53200000,54.98,6.76E-05,-69.47,94.58,237000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1E-05,5E-06,27,Pass,51.12,52700000,72.59,4.72E-05,-85.28,85.88,348000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1E-05,5E-06,125,Pass,50.46,53600000,69.15,5.74E-05,-84.55,92.09,288000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1E-05,1E-05,27,Pass,51.69,52200000,60.62,4.71E-05,-73.7,76.25,322000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1E-05,1E-05,125,Pass,50.9,52800000,58.32,5.73E-05,-73.06,89.83,270000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1E-05,1.5E-05,27,Pass,51.9,51600000,57.92,4.71E-05,-70.96,71.47,308000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1E-05,1.5E-05,125,Pass,51.01,52400000,55.74,5.73E-05,-70.21,86.2,261000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1.5E-05,5E-06,27,Pass,51.46,52500000,73.06,4.34E-05,-85.91,75.25,367000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1.5E-05,5E-06,125,Pass,50.8,53000000,69.44,5.33E-05,-85.35,86.46,303000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1.5E-05,1E-05,27,Pass,52.04,52000000,61.14,4.34E-05,-74.27,65.24,341000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1.5E-05,1E-05,125,Pass,51.24,52800000,58.63,5.33E-05,-73.79,82.4,284000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1.5E-05,1.5E-05,27,Pass,52.25,51200000,58.45,4.33E-05,-71.53,60.22,326000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,2.5E-05,1.5E-05,1.5E-05,125,Pass,51.36,51900000,56.06,5.32E-05,-70.94,78.7,274000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,5E-06,5E-06,27,Pass,50.34,48100000,71.6,5.68E-05,-84.31,110.6,220000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,5E-06,5E-06,125,Fail,49.72,46700000,68.44,6.76E-05,-83.49,108.4,184000,0,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,5E-06,1E-05,27,Pass,50.9,46600000,59.56,5.67E-05,-73.05,104,205000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,5E-06,1E-05,125,Pass,50.15,46200000,57.59,6.75E-05,-72.3,108.8,174000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,5E-06,1.5E-05,27,Pass,51.11,46600000,56.85,5.67E-05,-70.35,97.92,197000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,5E-06,1.5E-05,125,Pass,50.25,45800000,54.98,6.75E-05,-69.47,106.9,169000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1E-05,5E-06,27,Pass,51.12,47900000,72.59,4.71E-05,-85.28,94.25,245000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1E-05,5E-06,125,Pass,50.46,46900000,69.15,5.74E-05,-84.55,105,203000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1E-05,1E-05,27,Pass,51.69,46500000,60.62,4.71E-05,-73.7,81.19,228000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1E-05,1E-05,125,Pass,50.9,46300000,58.32,5.73E-05,-73.06,102.8,192000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1E-05,1.5E-05,27,Pass,51.9,46300000,57.92,4.71E-05,-70.96,75.37,220000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1E-05,1.5E-05,125,Pass,51.01,45700000,55.74,5.73E-05,-70.21,99.29,186000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1.5E-05,5E-06,27,Pass,51.46,47700000,73.06,4.34E-05,-85.91,81.57,259000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1.5E-05,5E-06,125,Pass,50.8,47500000,69.44,5.33E-05,-85.35,99.38,214000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1.5E-05,1E-05,27,Pass,52.04,46300000,61.14,4.33E-05,-74.27,69.2,242000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1.5E-05,1E-05,125,Pass,51.24,45900000,58.63,5.32E-05,-73.79,95.01,201000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1.5E-05,1.5E-05,27,Pass,52.25,46200000,58.45,4.33E-05,-71.53,62.94,233000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3E-05,1.5E-05,1.5E-05,125,Pass,51.36,45200000,56.06,5.32E-05,-70.94,90.52,196000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,5E-06,5E-06,27,Pass,50.34,36800000,71.6,5.67E-05,-84.31,119,163000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,5E-06,5E-06,125,Fail,49.72,34800000,68.44,6.75E-05,-83.51,116,137000,0,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,5E-06,1E-05,27,Pass,50.9,34700000,59.56,5.66E-05,-73.05,110.7,152000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,5E-06,1E-05,125,Pass,50.15,34600000,57.59,6.74E-05,-72.28,117.2,129000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,5E-06,1.5E-05,27,Pass,51.11,35300000,56.85,5.66E-05,-70.35,103,147000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,5E-06,1.5E-05,125,Pass,50.25,34300000,54.98,6.73E-05,-69.47,116,126000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1E-05,5E-06,27,Pass,51.12,37600000,72.59,4.71E-05,-85.28,99.3,182000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1E-05,5E-06,125,Pass,50.46,37100000,69.15,5.73E-05,-84.55,114.6,151000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1E-05,1E-05,27,Pass,51.69,36400000,60.62,4.7E-05,-73.7,83.15,170000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1E-05,1E-05,125,Pass,50.9,36000000,58.32,5.72E-05,-73.06,113.6,142000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1E-05,1.5E-05,27,Pass,51.9,35100000,57.92,4.7E-05,-70.96,76.45,164000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1E-05,1.5E-05,125,Pass,51.01,35500000,55.74,5.72E-05,-70.21,110.1,139000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,5E-06,27,Pass,51.46,38600000,73.06,4.34E-05,-85.91,84.88,192000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,5E-06,125,Pass,50.8,37200000,69.44,5.33E-05,-85.35,109.4,158000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1E-05,27,Pass,52.04,37500000,61.14,4.33E-05,-74.27,71.11,180000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1E-05,125,Pass,51.24,34900000,58.63,5.31E-05,-73.79,103.8,150000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1.5E-05,27,Pass,52.25,36900000,58.45,4.33E-05,-71.53,64.48,174000,1,
2.5,1E-05,2.8E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1.5E-05,125,Pass,51.36,35500000,56.06,5.31E-05,-70.93,98.41,146000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,5E-06,5E-06,27,Fail,55.14,67800000,51.1,5.7E-05,-71.16,35.91,484000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,5E-06,5E-06,125,Fail,54.44,70300000,51.54,6.79E-05,-72.23,35.76,409000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,5E-06,1E-05,27,Fail,56.29,65900000,57.52,5.7E-05,-79.5,36.61,416000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,5E-06,1E-05,125,Fail,55.73,68000000,60.58,6.79E-05,-83.63,36.73,347000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,5E-06,1.5E-05,27,Fail,56.81,64100000,63.1,5.7E-05,-95.54,36.41,376000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,5E-06,1.5E-05,125,Fail,56.22,66100000,73.42,6.79E-05,-90.28,36.85,314000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1E-05,5E-06,27,Fail,55.9,66600000,52.04,4.73E-05,-71.5,28.16,535000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1E-05,5E-06,125,Fail,55.15,69700000,51.99,5.76E-05,-73.02,29.51,449000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1E-05,1E-05,27,Fail,57.06,65100000,58.53,4.73E-05,-79.55,28.85,461000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1E-05,1E-05,125,Fail,56.46,66900000,61.13,5.76E-05,-84.07,30.46,381000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1E-05,1.5E-05,27,Fail,57.58,63400000,64.14,4.73E-05,-93.52,29.13,416000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1E-05,1.5E-05,125,Fail,56.96,65100000,73.96,5.75E-05,-91.8,30.06,345000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,5E-06,27,Fail,56.24,65500000,52.45,4.36E-05,-72.19,23.54,563000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,5E-06,125,Fail,55.46,67900000,52.09,5.35E-05,-74.14,24.84,471000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1E-05,27,Fail,57.4,64200000,59,4.35E-05,-80.31,24.27,486000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1E-05,125,Fail,56.78,66100000,61.31,5.35E-05,-85.34,25.96,399000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1.5E-05,27,Fail,57.93,62500000,64.63,4.35E-05,-94.88,24.02,439000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1.5E-05,125,Fail,57.28,64700000,74.12,5.34E-05,-91.75,25.86,362000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,5E-06,5E-06,27,Pass,55.14,53100000,51.1,5.71E-05,-71.16,61.08,194000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,5E-06,5E-06,125,Pass,54.44,54200000,51.54,6.81E-05,-72.23,59.99,164000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,5E-06,1E-05,27,Pass,56.29,52500000,57.52,5.7E-05,-79.5,64.28,170000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,5E-06,1E-05,125,Pass,55.73,53900000,60.58,6.8E-05,-83.63,63.3,142000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,5E-06,1.5E-05,27,Pass,56.81,52000000,63.1,5.7E-05,-95.54,64.72,158000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,5E-06,1.5E-05,125,Pass,56.22,53000000,73.42,6.79E-05,-90.28,63.64,132000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1E-05,5E-06,27,Pass,55.9,52200000,52.04,4.74E-05,-71.5,55.3,216000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1E-05,5E-06,125,Pass,55.15,53300000,51.99,5.77E-05,-73.02,54.67,181000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1E-05,1E-05,27,Pass,57.06,52000000,58.53,4.73E-05,-79.55,58.76,190000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1E-05,1E-05,125,Pass,56.46,52900000,61.13,5.76E-05,-84.07,58.16,156000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1E-05,1.5E-05,27,Pass,57.58,51600000,64.14,4.73E-05,-93.52,59.19,176000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1E-05,1.5E-05,125,Pass,56.96,52700000,73.96,5.76E-05,-91.8,58.54,145000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,5E-06,27,Pass,56.24,52400000,52.45,4.36E-05,-72.19,51.46,228000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,5E-06,125,Pass,55.46,53000000,52.09,5.36E-05,-74.14,50.83,190000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1E-05,27,Pass,57.4,51700000,59,4.36E-05,-80.31,54.96,200000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1E-05,125,Pass,56.78,52800000,61.31,5.35E-05,-85.34,54.43,164000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1.5E-05,27,Pass,57.93,51800000,64.63,4.35E-05,-94.88,55.43,186000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1.5E-05,125,Pass,57.28,51800000,74.12,5.35E-05,-91.75,54.89,153000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,5E-06,5E-06,27,Pass,55.14,48800000,51.1,5.71E-05,-71.16,68.99,137000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,5E-06,5E-06,125,Pass,54.44,49300000,51.54,6.82E-05,-72.23,67.49,116000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,5E-06,1E-05,27,Pass,56.29,48200000,57.52,5.7E-05,-79.5,72.81,121000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,5E-06,1E-05,125,Pass,55.73,48600000,60.58,6.8E-05,-83.63,71.24,101000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,5E-06,1.5E-05,27,Pass,56.81,47900000,63.1,5.7E-05,-95.54,73.66,113000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,5E-06,1.5E-05,125,Fail,56.22,47900000,73.42,6.8E-05,-90.28,71.93,94300,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1E-05,5E-06,27,Pass,55.9,48400000,52.04,4.74E-05,-71.5,64.42,153000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1E-05,5E-06,125,Pass,55.15,48600000,51.99,5.78E-05,-73.02,63.03,128000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1E-05,1E-05,27,Pass,57.06,47600000,58.53,4.74E-05,-79.55,68.68,135000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1E-05,1E-05,125,Pass,56.46,47900000,61.13,5.77E-05,-84.07,67.18,111000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1E-05,1.5E-05,27,Pass,57.58,47100000,64.14,4.73E-05,-93.52,69.61,126000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1E-05,1.5E-05,125,Pass,56.96,47300000,73.96,5.76E-05,-91.8,67.97,104000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1.5E-05,5E-06,27,Pass,56.24,48500000,52.45,4.37E-05,-72.19,61.21,162000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1.5E-05,5E-06,125,Pass,55.46,48100000,52.09,5.37E-05,-74.14,59.83,135000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1.5E-05,1E-05,27,Pass,57.4,47200000,59,4.36E-05,-80.31,65.66,143000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1.5E-05,1E-05,125,Pass,56.78,47600000,61.31,5.36E-05,-85.34,64.22,117000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1.5E-05,1.5E-05,27,Pass,57.93,47000000,64.63,4.36E-05,-94.88,66.64,133000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3E-05,1.5E-05,1.5E-05,125,Pass,57.28,47000000,74.12,5.35E-05,-91.75,65.08,109000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,5E-06,5E-06,27,Pass,55.14,40900000,51.1,5.72E-05,-71.16,74.5,102000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,5E-06,5E-06,125,Fail,54.44,40700000,51.54,6.83E-05,-72.23,72.66,85900,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,5E-06,1E-05,27,Fail,56.29,40400000,57.52,5.71E-05,-79.5,78.55,90000,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,5E-06,1E-05,125,Fail,55.73,40000000,60.58,6.81E-05,-83.63,76.53,74900,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,5E-06,1.5E-05,27,Fail,56.81,39300000,63.1,5.7E-05,-95.54,79.67,84300,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,5E-06,1.5E-05,125,Fail,56.22,38600000,73.42,6.8E-05,-90.28,77.45,70400,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1E-05,5E-06,27,Pass,55.9,40900000,52.04,4.75E-05,-71.5,70.97,114000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1E-05,5E-06,125,Fail,55.15,40100000,51.99,5.8E-05,-73.02,69.01,95100,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1E-05,1E-05,27,Pass,57.06,40300000,58.53,4.74E-05,-79.55,75.6,100000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1E-05,1E-05,125,Fail,56.46,40000000,61.13,5.78E-05,-84.07,73.44,82700,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1E-05,1.5E-05,27,Fail,57.58,39500000,64.14,4.73E-05,-93.52,76.87,94200,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1E-05,1.5E-05,125,Fail,56.96,38600000,73.96,5.77E-05,-91.8,74.5,77700,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,5E-06,27,Pass,56.24,40700000,52.45,4.37E-05,-72.19,68.4,120000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,5E-06,125,Pass,55.46,40600000,52.09,5.39E-05,-74.14,66.43,100000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1E-05,27,Pass,57.4,39800000,59,4.36E-05,-80.31,73.35,106000,1,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1E-05,125,Fail,56.78,39800000,61.31,5.37E-05,-85.34,71.18,87100,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1.5E-05,27,Fail,57.92,39400000,64.63,4.36E-05,-94.88,74.72,99700,0,
2.5,1E-05,2.8E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1.5E-05,125,Fail,57.28,39200000,74.12,5.36E-05,-91.75,72.33,81800,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,5E-06,27,Pass,55.14,67400000,51.1,5.7E-05,-71.16,47.37,484000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,5E-06,125,Pass,54.44,69400000,51.54,6.79E-05,-72.23,46.36,409000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1E-05,27,Fail,56.29,65100000,57.52,5.7E-05,-79.5,44.95,416000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1E-05,125,Fail,55.73,67600000,60.58,6.79E-05,-83.63,44.92,347000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1.5E-05,27,Fail,56.81,63500000,63.1,5.7E-05,-95.54,43.01,375000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1.5E-05,125,Fail,56.22,65500000,73.42,6.79E-05,-90.28,42.97,313000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,5E-06,27,Fail,55.9,65900000,52.04,4.73E-05,-71.5,40.46,534000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,5E-06,125,Fail,55.15,68800000,51.99,5.76E-05,-73.02,40,449000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1E-05,27,Fail,57.06,64300000,58.53,4.73E-05,-79.55,37.8,461000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1E-05,125,Fail,56.46,66600000,61.13,5.75E-05,-84.07,38.54,380000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1.5E-05,27,Fail,57.58,63000000,64.14,4.73E-05,-93.73,35.42,416000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1.5E-05,125,Fail,56.96,64800000,73.96,5.75E-05,-91.8,36.72,344000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,5E-06,27,Fail,56.24,65500000,52.45,4.36E-05,-72.19,35.19,562000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,5E-06,125,Fail,55.46,67700000,52.09,5.35E-05,-74.14,34.96,471000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1E-05,27,Fail,57.4,63700000,59,4.35E-05,-80.31,32.71,486000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1E-05,125,Fail,56.78,65900000,61.31,5.34E-05,-85.34,33.65,399000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1.5E-05,27,Fail,57.93,62100000,64.63,4.35E-05,-94.88,30.69,439000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1.5E-05,125,Fail,57.28,64200000,74.12,5.34E-05,-91.75,32.18,361000,0,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,5E-06,27,Pass,55.14,53000000,51.1,5.71E-05,-71.16,83.9,194000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,5E-06,125,Pass,54.44,54100000,51.54,6.8E-05,-72.23,79.78,164000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1E-05,27,Pass,56.29,52200000,57.52,5.7E-05,-79.5,84.29,170000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1E-05,125,Pass,55.73,53400000,60.58,6.79E-05,-83.63,81.59,142000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1.5E-05,27,Pass,56.81,52000000,63.1,5.7E-05,-95.54,82.08,158000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1.5E-05,125,Pass,56.22,53100000,73.42,6.79E-05,-90.28,80.33,132000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,5E-06,27,Pass,55.9,52100000,52.04,4.74E-05,-71.5,78.72,215000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,5E-06,125,Pass,55.15,53000000,51.99,5.77E-05,-73.02,75.72,181000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1E-05,27,Pass,57.06,51900000,58.53,4.73E-05,-79.55,77.15,190000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1E-05,125,Pass,56.46,52600000,61.13,5.76E-05,-84.07,77.1,156000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1.5E-05,27,Pass,57.58,51300000,64.14,4.73E-05,-93.52,73.69,176000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1.5E-05,125,Pass,56.96,52000000,73.96,5.76E-05,-91.8,75.37,145000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,5E-06,27,Pass,56.24,52000000,52.45,4.36E-05,-72.19,73.97,228000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,5E-06,125,Pass,55.46,52700000,52.09,5.36E-05,-74.14,72.15,190000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1E-05,27,Pass,57.4,51400000,59,4.35E-05,-80.31,70.95,200000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1E-05,125,Pass,56.78,52200000,61.31,5.35E-05,-85.34,72.97,164000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1.5E-05,27,Pass,57.93,50900000,64.63,4.35E-05,-94.88,66.98,186000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1.5E-05,125,Pass,57.28,51900000,74.12,5.35E-05,-91.75,70.95,153000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,3E-05,5E-06,5E-06,27,Pass,55.14,48500000,51.1,5.71E-05,-71.16,95.7,137000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,3E-05,5E-06,5E-06,125,Pass,54.44,48400000,51.54,6.81E-05,-72.23,89.97,116000,1,
2.5,1E-05,2.8E-07,4.6E-07,1.5E-05,3E-05,5E-06,1E-05,27,Pass,56.29,47800000,57.52,5.7E-05,-79.5,97.9,121000,1,
