VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,5.00E-06,125,fail,54.31,6.27E+07,70.97,8.10E-05,-78.96,115.3,1.21E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.00E-05,27,fail,55.59,6.19E+07,64.24,7.09E-05,-75.82,94.03,1.28E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.00E-05,125,fail,54.76,5.98E+07,63.19,8.09E-05,-76.06,115.7,1.13E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.50E-05,27,fail,55.8,6.19E+07,62.01,7.09E-05,-74.77,87.2,1.23E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.50E-05,125,fail,54.84,6.00E+07,61.01,8.08E-05,-74.91,113.7,1.10E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,5.00E-06,27,fail,57.05,6.48E+07,75.24,5.66E-05,-82.59,75.74,1.43E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,5.00E-06,125,fail,56.2,6.51E+07,73.61,6.56E-05,-83.51,101.9,1.25E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.00E-05,27,fail,57.64,6.48E+07,66.28,5.65E-05,-78.61,60.35,1.32E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.00E-05,125,fail,56.66,6.34E+07,64.98,6.55E-05,-79,91.05,1.17E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.50E-05,27,fail,57.85,6.42E+07,63.95,5.64E-05,-77.2,57.61,1.27E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.50E-05,125,fail,56.74,6.38E+07,62.68,6.54E-05,-77.35,85.5,1.14E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,5.00E-06,27,fail,58.14,6.59E+07,76.61,5.02E-05,-84.58,57.66,1.46E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,5.00E-06,125,fail,57.21,6.57E+07,74.83,5.89E-05,-85.81,84,1.27E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.00E-05,27,fail,58.73,6.46E+07,67.38,5.01E-05,-80.28,46.63,1.35E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.00E-05,125,fail,57.67,6.46E+07,65.92,5.87E-05,-80.88,69.83,1.19E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.50E-05,27,fail,58.94,6.39E+07,65.01,5.01E-05,-78.78,42.18,1.30E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.50E-05,125,fail,57.75,6.36E+07,63.59,5.87E-05,-79.1,64.97,1.16E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,5.00E-06,27,fail,55.01,4.37E+07,72.44,7.09E-05,-78.61,115.6,1.02E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,5.00E-06,125,fail,54.31,4.11E+07,70.97,8.08E-05,-78.9,123.3,8.91E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.00E-05,27,fail,55.59,4.18E+07,64.24,7.08E-05,-75.82,96.24,9.48E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.00E-05,125,fail,54.76,3.94E+07,63.19,8.07E-05,-76.06,124.3,8.39E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.50E-05,27,fail,55.8,4.09E+07,62.01,7.07E-05,-74.77,88.07,9.16E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.50E-05,125,fail,54.84,3.85E+07,61.01,8.06E-05,-74.91,122.8,8.20E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,5.00E-06,27,fail,57.05,4.78E+07,75.24,5.65E-05,-82.59,76.96,1.06E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,5.00E-06,125,fail,56.2,4.73E+07,73.61,6.55E-05,-83.51,109.6,9.22E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.00E-05,27,fail,57.64,4.71E+07,66.28,5.64E-05,-78.61,61.18,9.82E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.00E-05,125,fail,56.66,4.47E+07,64.98,6.53E-05,-79,94.8,8.67E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.50E-05,27,fail,57.85,4.56E+07,63.95,5.64E-05,-77.2,56.66,9.48E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.50E-05,125,fail,56.74,4.38E+07,62.68,6.53E-05,-77.35,87.94,8.47E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,5.00E-06,27,fail,58.14,4.92E+07,76.61,5.02E-05,-84.58,58.79,1.08E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,5.00E-06,125,fail,57.21,4.93E+07,74.83,5.88E-05,-85.81,88.06,9.38E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.00E-05,27,fail,58.73,4.85E+07,67.38,5.01E-05,-80.28,47,1.00E+05
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.00E-05,125,fail,57.67,4.69E+07,65.92,5.87E-05,-80.88,71.72,8.82E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.50E-05,27,fail,58.94,4.91E+07,65.01,5.00E-05,-78.78,42.5,9.65E+04
2,1.50E-05,5.00E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.50E-05,125,fail,57.75,4.74E+07,63.59,5.86E-05,-79.1,65.25,8.62E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,5.00E-06,27,fail,60.07,9.60E+07,59.31,7.13E-05,-77.62,37.86,3.11E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,5.00E-06,125,fail,59.19,1.00E+08,60.51,8.15E-05,-78.15,38.1,2.77E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,1.00E-05,27,fail,61.15,9.24E+07,67.51,7.12E-05,-76.79,39.36,2.64E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,1.00E-05,125,fail,60.52,9.68E+07,73.15,8.14E-05,-77.44,40.02,2.29E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,1.50E-05,27,fail,61.69,8.99E+07,77.35,7.12E-05,-76,39.95,2.35E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,1.50E-05,125,fail,61.05,9.38E+07,81.72,8.14E-05,-76.58,40.23,2.04E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.00E-05,5.00E-06,27,fail,62.09,9.48E+07,60.62,5.68E-05,-83.52,28.91,3.23E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.00E-05,5.00E-06,125,fail,61.05,9.74E+07,61.27,6.60E-05,-84.77,28.66,2.87E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.00E-05,1.00E-05,27,fail,63.18,9.09E+07,68.47,5.68E-05,-81.43,30.31,2.73E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.00E-05,1.00E-05,125,fail,62.4,9.46E+07,72.82,6.58E-05,-82.61,30.8,2.37E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.00E-05,1.50E-05,27,fail,63.72,8.83E+07,77.15,5.67E-05,-80,30.61,2.44E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.00E-05,1.50E-05,125,fail,62.94,9.19E+07,89.32,6.58E-05,-80.87,31.57,2.11E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.50E-05,5.00E-06,27,fail,63.16,9.24E+07,61.42,5.05E-05,-85.22,22.05,3.29E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.50E-05,5.00E-06,125,fail,62.04,9.60E+07,61.8,5.92E-05,-86.1,21.69,2.92E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.50E-05,1.00E-05,27,fail,64.26,8.95E+07,69.18,5.04E-05,-83.19,23.59,2.78E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.50E-05,1.00E-05,125,fail,63.4,9.32E+07,73.09,5.91E-05,-84.47,23.92,2.41E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.50E-05,1.50E-05,27,fail,64.81,8.69E+07,77.71,5.03E-05,-81.7,24.27,2.48E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,1.50E-05,1.50E-05,1.50E-05,125,fail,63.94,9.03E+07,93.45,5.90E-05,-82.72,25.08,2.14E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,5.00E-06,5.00E-06,27,fail,60.07,7.56E+07,59.31,7.13E-05,-77.62,66.74,1.20E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,5.00E-06,5.00E-06,125,fail,59.19,7.81E+07,60.51,8.16E-05,-78.15,64.87,1.07E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,5.00E-06,1.00E-05,27,fail,61.15,7.55E+07,67.51,7.13E-05,-76.79,70.1,1.05E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,5.00E-06,1.00E-05,125,fail,60.52,7.80E+07,73.15,8.14E-05,-77.44,68.67,9.11E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,5.00E-06,1.50E-05,27,fail,61.69,7.46E+07,77.35,7.12E-05,-76.19,70.83,9.70E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,5.00E-06,1.50E-05,125,fail,61.05,7.66E+07,81.72,8.14E-05,-76.58,69.43,8.41E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.00E-05,5.00E-06,27,fail,62.09,7.38E+07,60.62,5.69E-05,-83.52,60.04,1.24E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.00E-05,5.00E-06,125,fail,61.05,7.62E+07,61.27,6.60E-05,-84.77,58.1,1.11E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.00E-05,1.00E-05,27,fail,63.18,7.34E+07,68.46,5.68E-05,-81.43,63.71,1.09E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.00E-05,1.00E-05,125,fail,62.4,7.55E+07,72.82,6.59E-05,-82.61,62.36,9.42E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.00E-05,1.50E-05,27,fail,63.72,7.27E+07,77.15,5.67E-05,-80,64.49,1.00E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.00E-05,1.50E-05,125,fail,62.94,7.47E+07,88.53,6.58E-05,-80.87,63.27,8.68E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.50E-05,5.00E-06,27,fail,63.16,7.26E+07,61.42,5.05E-05,-85.22,54.75,1.27E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.50E-05,5.00E-06,125,fail,62.04,7.50E+07,61.8,5.92E-05,-86.1,53.15,1.13E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.50E-05,1.00E-05,27,fail,64.26,7.21E+07,69.18,5.04E-05,-83.19,58.57,1.11E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.50E-05,1.00E-05,125,fail,63.4,7.42E+07,73.09,5.91E-05,-84.47,57.71,9.59E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.50E-05,1.50E-05,27,fail,64.81,7.19E+07,77.54,5.04E-05,-81.7,59.42,1.02E+05
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,2.50E-05,1.50E-05,1.50E-05,125,fail,63.94,7.33E+07,93.45,5.90E-05,-82.72,58.67,8.83E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,5.00E-06,5.00E-06,27,fail,60.07,6.97E+07,59.31,7.14E-05,-77.62,74.72,8.41E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,5.00E-06,5.00E-06,125,fail,59.19,7.03E+07,60.51,8.16E-05,-78.15,72.37,7.49E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,5.00E-06,1.00E-05,27,fail,61.15,6.87E+07,67.51,7.13E-05,-76.79,78.39,7.41E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,5.00E-06,1.00E-05,125,fail,60.51,6.94E+07,73.15,8.14E-05,-77.44,76.36,6.43E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,5.00E-06,1.50E-05,27,fail,61.69,6.76E+07,77.35,7.12E-05,-76,79.39,6.89E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,5.00E-06,1.50E-05,125,fail,61.05,6.79E+07,81.72,8.14E-05,-76.58,77.36,5.98E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.00E-05,5.00E-06,27,fail,62.09,6.85E+07,60.62,5.69E-05,-83.52,69.82,8.73E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.00E-05,5.00E-06,125,fail,61.05,6.96E+07,61.27,6.61E-05,-84.77,67.25,7.76E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.00E-05,1.00E-05,27,fail,63.18,6.75E+07,68.47,5.68E-05,-81.43,74.11,7.67E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.00E-05,1.00E-05,125,fail,62.4,6.83E+07,72.82,6.59E-05,-82.61,71.97,6.65E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.00E-05,1.50E-05,27,fail,63.72,6.63E+07,77.15,5.67E-05,-80,75.28,7.14E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.00E-05,1.50E-05,125,fail,62.94,6.72E+07,89.22,6.58E-05,-80.87,73.16,6.17E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.50E-05,5.00E-06,27,fail,63.16,6.72E+07,61.42,5.05E-05,-85.22,65.83,8.91E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.50E-05,5.00E-06,125,fail,62.04,6.81E+07,61.8,5.93E-05,-86.1,63.47,7.91E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.50E-05,1.00E-05,27,fail,64.26,6.63E+07,69.18,5.04E-05,-83.19,70.52,7.82E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.50E-05,1.00E-05,125,fail,63.39,6.72E+07,73.09,5.91E-05,-84.45,68.56,6.77E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.50E-05,1.50E-05,27,fail,64.81,6.57E+07,77.54,5.04E-05,-81.7,71.8,7.27E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.00E-05,1.50E-05,1.50E-05,125,fail,63.94,6.63E+07,93.45,5.91E-05,-82.72,69.86,6.28E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,5.00E-06,5.00E-06,27,fail,60.07,5.67E+07,59.31,7.14E-05,-77.62,79.97,6.22E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,5.00E-06,5.00E-06,125,fail,59.19,5.47E+07,60.51,8.17E-05,-78.15,77.33,5.53E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,5.00E-06,1.00E-05,27,fail,61.15,5.42E+07,67.51,7.13E-05,-76.79,83.68,5.50E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,5.00E-06,1.00E-05,125,fail,60.51,5.43E+07,73.15,8.14E-05,-77.44,81.29,4.77E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,5.00E-06,1.50E-05,27,fail,61.69,5.32E+07,77.4,7.12E-05,-76,84.83,5.14E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,5.00E-06,1.50E-05,125,fail,61.05,5.37E+07,81.72,8.13E-05,-76.58,82.4,4.45E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.00E-05,5.00E-06,27,fail,62.09,5.65E+07,60.62,5.69E-05,-83.52,76.56,6.45E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.00E-05,5.00E-06,125,fail,61.05,5.69E+07,61.27,6.62E-05,-84.77,73.55,5.73E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.00E-05,1.00E-05,27,fail,63.18,5.52E+07,68.47,5.68E-05,-81.43,81.06,5.69E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.00E-05,1.00E-05,125,fail,62.4,5.55E+07,72.82,6.59E-05,-82.61,78.36,4.94E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.00E-05,1.50E-05,27,fail,63.72,5.34E+07,77.09,5.67E-05,-80,82.46,5.32E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.00E-05,1.50E-05,125,fail,62.94,5.43E+07,89.22,6.58E-05,-80.87,79.7,4.60E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.50E-05,5.00E-06,27,fail,63.16,5.67E+07,61.42,5.05E-05,-85.22,73.76,6.59E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.50E-05,5.00E-06,125,fail,62.04,5.66E+07,61.8,5.94E-05,-86.1,70.68,5.84E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.50E-05,1.00E-05,27,fail,64.26,5.55E+07,69.18,5.04E-05,-83.19,78.72,5.80E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.50E-05,1.00E-05,125,fail,63.39,5.48E+07,73.09,5.92E-05,-84.47,75.93,5.03E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.50E-05,1.50E-05,27,fail,64.81,5.48E+07,77.54,5.04E-05,-81.53,80.26,5.42E+04
2,1.50E-05,5.00E-07,4.60E-07,5.00E-06,3.50E-05,1.50E-05,1.50E-05,125,fail,63.94,5.43E+07,93.45,5.91E-05,-82.72,77.44,4.68E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,5.00E-06,5.00E-06,27,fail,60.07,9.54E+07,59.31,7.13E-05,-77.62,50.35,3.11E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,5.00E-06,5.00E-06,125,fail,59.19,9.83E+07,60.51,8.15E-05,-78.15,48.98,2.77E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,5.00E-06,1.00E-05,27,fail,61.15,9.18E+07,67.51,7.12E-05,-76.79,48.18,2.64E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,5.00E-06,1.00E-05,125,fail,60.52,9.56E+07,73.15,8.14E-05,-77.44,48.31,2.29E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,61.69,8.92E+07,77.35,7.12E-05,-76,46.32,2.35E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,61.05,9.28E+07,81.72,8.14E-05,-76.58,47.05,2.04E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,62.09,9.30E+07,60.62,5.68E-05,-83.52,39.93,3.23E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,61.05,9.63E+07,61.27,6.60E-05,-84.77,39.25,2.86E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.00E-05,1.00E-05,27,fail,63.18,9.00E+07,68.47,5.68E-05,-81.43,37.34,2.73E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.00E-05,1.00E-05,125,fail,62.4,9.37E+07,72.82,6.58E-05,-82.61,38.27,2.36E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.00E-05,1.50E-05,27,fail,63.72,8.77E+07,77.15,5.67E-05,-80,36.01,2.44E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.00E-05,1.50E-05,125,fail,62.94,9.14E+07,89.22,6.58E-05,-80.87,37.29,2.11E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.50E-05,5.00E-06,27,fail,63.16,9.13E+07,61.42,5.04E-05,-85.22,31.86,3.29E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.50E-05,5.00E-06,125,fail,62.04,9.49E+07,61.8,5.92E-05,-86.1,32.68,2.92E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.50E-05,1.00E-05,27,fail,64.26,8.90E+07,69.18,5.04E-05,-83.19,29.21,2.78E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.50E-05,1.00E-05,125,fail,63.4,9.23E+07,73.12,5.91E-05,-84.47,31.75,2.41E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.50E-05,1.50E-05,27,fail,64.81,8.65E+07,77.58,5.03E-05,-81.7,28.2,2.48E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,1.50E-05,1.50E-05,1.50E-05,125,fail,63.94,8.97E+07,93.45,5.90E-05,-82.72,30.52,2.14E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,5.00E-06,5.00E-06,27,fail,60.07,7.53E+07,59.31,7.13E-05,-77.62,90.44,1.20E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,5.00E-06,5.00E-06,125,fail,59.19,7.77E+07,60.51,8.15E-05,-78.15,85.96,1.07E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,5.00E-06,1.00E-05,27,fail,61.15,7.44E+07,67.51,7.12E-05,-76.79,90.73,1.05E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,5.00E-06,1.00E-05,125,fail,60.52,7.73E+07,73.15,8.14E-05,-77.44,88.27,9.11E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,5.00E-06,1.50E-05,27,fail,61.69,7.38E+07,77.35,7.12E-05,-76.19,88.59,9.69E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,5.00E-06,1.50E-05,125,fail,61.05,7.58E+07,81.72,8.13E-05,-76.58,87.35,8.40E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.00E-05,5.00E-06,27,fail,62.09,7.36E+07,60.62,5.68E-05,-83.52,81.47,1.24E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.00E-05,5.00E-06,125,fail,61.05,7.54E+07,61.27,6.60E-05,-84.77,80.54,1.10E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.00E-05,1.00E-05,27,fail,63.18,7.35E+07,68.47,5.67E-05,-81.43,76.54,1.09E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.00E-05,1.00E-05,125,fail,62.4,7.44E+07,72.82,6.58E-05,-82.61,81.37,9.42E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.00E-05,1.50E-05,27,fail,63.72,7.21E+07,77.15,5.67E-05,-80,71.8,1.00E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.00E-05,1.50E-05,125,fail,62.94,7.37E+07,89.22,6.58E-05,-80.87,79.33,8.67E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.50E-05,5.00E-06,27,fail,63.16,7.29E+07,61.42,5.05E-05,-85.22,72.23,1.27E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.50E-05,5.00E-06,125,fail,62.04,7.41E+07,61.8,5.92E-05,-86.1,75.11,1.13E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.50E-05,1.00E-05,27,fail,64.26,7.20E+07,69.18,5.04E-05,-83.19,63.97,1.11E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.50E-05,1.00E-05,125,fail,63.4,7.32E+07,73.09,5.91E-05,-84.46,74.12,9.59E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.50E-05,1.50E-05,27,fail,64.81,7.10E+07,77.54,5.03E-05,-81.7,58.94,1.02E+05
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,2.50E-05,1.50E-05,1.50E-05,125,fail,63.94,7.27E+07,93.45,5.90E-05,-82.72,71.22,8.83E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,3.00E-05,5.00E-06,5.00E-06,27,fail,60.07,6.82E+07,59.31,7.13E-05,-77.62,102.9,8.41E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,3.00E-05,5.00E-06,5.00E-06,125,fail,59.19,6.75E+07,60.51,8.15E-05,-78.15,96.54,7.49E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,3.00E-05,5.00E-06,1.00E-05,27,fail,61.15,6.70E+07,67.51,7.12E-05,-76.79,104.5,7.41E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,3.00E-05,5.00E-06,1.00E-05,125,fail,60.51,6.72E+07,73.15,8.13E-05,-77.44,99.9,6.43E+04
2,1.50E-05,5.00E-07,4.60E-07,1.50E-05,3.00E-05,5.00E-06,1.50E-05,27,fail,61.69,6.61E+07,77.35,7.11E-05,-76,103,6.89E+04
