VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,5.00E-06,27,fail,50.76,3.24E+07,72.33,6.01E-05,-83.88,45.1,4.64E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,5.00E-06,125,fail,49.86,3.36E+07,69.06,7.58E-05,-84,44.33,3.95E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.00E-05,27,fail,51.13,3.17E+07,61.23,6.01E-05,-74.31,44.5,4.23E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.00E-05,125,fail,50.07,3.28E+07,58.89,7.58E-05,-74.02,43.88,3.65E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,51.28,3.08E+07,58.48,6.01E-05,-71.69,43.18,3.93E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,50.13,3.21E+07,56.25,7.59E-05,-71.2,42.87,3.43E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,51.34,3.20E+07,73.16,5.32E-05,-85.43,38.32,5.00E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,50.41,3.31E+07,69.61,6.79E-05,-86.27,37.53,4.23E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.00E-05,27,fail,51.72,3.14E+07,62.12,5.32E-05,-76,38.11,4.56E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.00E-05,125,fail,50.63,3.24E+07,59.45,6.79E-05,-76.25,37.55,3.91E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.50E-05,27,fail,51.87,3.05E+07,59.4,5.32E-05,-73.42,37.26,4.24E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.50E-05,125,fail,50.69,3.17E+07,56.84,6.80E-05,-73.42,37.04,3.66E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,5.00E-06,27,fail,51.57,3.19E+07,73.47,5.06E-05,-86.28,33.26,5.18E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,5.00E-06,125,fail,50.64,3.28E+07,69.73,6.49E-05,-87.68,32.56,4.36E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.00E-05,27,fail,51.95,3.09E+07,62.45,5.06E-05,-77.03,33.37,4.72E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.00E-05,125,fail,50.87,3.21E+07,59.56,6.49E-05,-77.74,32.94,4.03E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.50E-05,27,fail,52.11,3.02E+07,59.74,5.06E-05,-74.48,32.88,4.39E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.50E-05,125,fail,50.93,3.15E+07,56.97,6.50E-05,-74.91,32.78,3.78E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,5.00E-06,27,fail,50.76,2.55E+07,72.33,6.02E-05,-83.88,71.15,1.82E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,5.00E-06,125,fail,49.86,2.62E+07,69.06,7.60E-05,-84.08,68.71,1.55E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,1.00E-05,27,fail,51.13,2.53E+07,61.23,6.02E-05,-74.31,72,1.71E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,1.00E-05,125,fail,50.07,2.59E+07,58.89,7.60E-05,-74.01,69.23,1.48E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,1.50E-05,27,fail,51.28,2.51E+07,58.48,6.02E-05,-71.69,71.31,1.65E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,1.50E-05,125,fail,50.13,2.56E+07,56.25,7.60E-05,-71.2,68.54,1.43E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.00E-05,5.00E-06,27,fail,51.34,2.55E+07,73.16,5.33E-05,-85.43,67.11,1.97E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.00E-05,5.00E-06,125,fail,50.41,2.58E+07,69.61,6.82E-05,-86.27,64.6,1.67E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.00E-05,1.00E-05,27,fail,51.72,2.52E+07,62.12,5.33E-05,-76,68.03,1.86E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.00E-05,1.00E-05,125,fail,50.63,2.58E+07,59.45,6.81E-05,-76.25,65.23,1.59E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.00E-05,1.50E-05,27,fail,51.87,2.49E+07,59.4,5.33E-05,-73.42,67.31,1.78E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.00E-05,1.50E-05,125,fail,50.69,2.55E+07,56.84,6.82E-05,-73.42,64.56,1.54E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.50E-05,5.00E-06,27,fail,51.58,2.51E+07,73.47,5.07E-05,-86.28,63.99,2.05E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.50E-05,5.00E-06,125,fail,50.64,2.56E+07,69.73,6.51E-05,-87.68,61.52,1.73E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.50E-05,1.00E-05,27,fail,51.95,2.50E+07,62.45,5.07E-05,-77.03,64.97,1.93E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.50E-05,1.00E-05,125,fail,50.87,2.56E+07,59.56,6.51E-05,-77.74,62.25,1.65E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.50E-05,1.50E-05,27,fail,52.11,2.47E+07,59.74,5.07E-05,-74.48,64.29,1.85E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,2.50E-05,1.50E-05,1.50E-05,125,fail,50.93,2.51E+07,56.97,6.52E-05,-74.91,61.64,1.59E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,5.00E-06,5.00E-06,27,fail,50.76,2.32E+07,72.33,6.02E-05,-83.88,78.46,1.28E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,5.00E-06,5.00E-06,125,fail,49.86,2.34E+07,69.06,7.61E-05,-84.69,75.44,1.09E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,5.00E-06,1.00E-05,27,fail,51.13,2.29E+07,61.23,6.02E-05,-74.31,79.69,1.21E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,5.00E-06,1.00E-05,125,fail,50.07,2.30E+07,58.89,7.60E-05,-74.02,76.28,1.05E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,5.00E-06,1.50E-05,27,fail,51.28,2.25E+07,58.48,6.02E-05,-71.69,79.34,1.17E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,5.00E-06,1.50E-05,125,fail,50.12,2.24E+07,56.25,7.61E-05,-71.2,75.9,1.02E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.00E-05,5.00E-06,27,fail,51.34,2.30E+07,73.16,5.34E-05,-85.43,75.67,1.39E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.00E-05,5.00E-06,125,fail,50.41,2.32E+07,69.61,6.83E-05,-86.27,72.47,1.18E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.00E-05,1.00E-05,27,fail,51.72,2.27E+07,62.12,5.33E-05,-76,77.03,1.32E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.00E-05,1.00E-05,125,fail,50.63,2.28E+07,59.45,6.82E-05,-76.25,73.43,1.13E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.00E-05,1.50E-05,27,fail,51.87,2.24E+07,59.4,5.33E-05,-73.42,76.66,1.27E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.00E-05,1.50E-05,125,fail,50.69,2.24E+07,56.84,6.83E-05,-73.42,73.04,1.10E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.50E-05,5.00E-06,27,fail,51.57,2.29E+07,73.47,5.08E-05,-86.28,73.43,1.44E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.50E-05,5.00E-06,125,fail,50.64,2.30E+07,69.73,6.53E-05,-87.68,70.23,1.22E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.50E-05,1.00E-05,27,fail,51.95,2.25E+07,62.45,5.07E-05,-77.03,74.88,1.37E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.50E-05,1.00E-05,125,fail,50.87,2.26E+07,59.56,6.53E-05,-77.74,71.27,1.17E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.50E-05,1.50E-05,27,fail,52.11,2.22E+07,59.74,5.07E-05,-74.48,74.53,1.32E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.00E-05,1.50E-05,1.50E-05,125,fail,50.93,2.22E+07,56.97,6.53E-05,-74.91,70.9,1.14E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,5.00E-06,5.00E-06,27,fail,50.76,1.89E+07,72.33,6.03E-05,-83.88,83.36,9.50E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,5.00E-06,5.00E-06,125,fail,49.86,1.85E+07,69.06,7.63E-05,-84.08,79.94,8.08E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,5.00E-06,1.00E-05,27,fail,51.13,1.84E+07,61.23,6.02E-05,-74.31,84.77,9.03E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,5.00E-06,1.00E-05,125,fail,50.07,1.85E+07,58.89,7.61E-05,-74.01,80.96,7.80E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,5.00E-06,1.50E-05,27,fail,51.28,1.79E+07,58.48,6.02E-05,-71.69,84.68,8.77E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,5.00E-06,1.50E-05,125,fail,50.12,1.78E+07,56.25,7.61E-05,-71.2,80.8,7.64E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.00E-05,5.00E-06,27,fail,51.34,1.89E+07,73.16,5.35E-05,-85.43,81.52,1.03E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.00E-05,5.00E-06,125,fail,50.41,1.90E+07,69.61,6.85E-05,-86.27,77.8,8.71E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.00E-05,1.00E-05,27,fail,51.72,1.85E+07,62.12,5.34E-05,-76,83.12,9.79E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.00E-05,1.00E-05,125,fail,50.63,1.82E+07,59.45,6.84E-05,-76.25,78.96,8.39E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.00E-05,1.50E-05,27,fail,51.87,1.82E+07,59.4,5.33E-05,-73.42,83.02,9.51E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.00E-05,1.50E-05,125,fail,50.69,1.79E+07,56.84,6.84E-05,-73.42,78.8,8.21E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.50E-05,5.00E-06,27,fail,51.57,1.89E+07,73.47,5.09E-05,-86.28,79.97,1.07E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.50E-05,5.00E-06,125,fail,50.64,1.88E+07,69.73,6.55E-05,-87.68,76.21,9.03E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.50E-05,1.00E-05,27,fail,51.95,1.84E+07,62.45,5.08E-05,-77.03,81.67,1.02E+05
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.50E-05,1.00E-05,125,fail,50.86,1.79E+07,59.56,6.54E-05,-77.74,77.43,8.69E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.50E-05,1.50E-05,27,fail,52.1,1.81E+07,59.74,5.08E-05,-74.48,81.59,9.87E+04
2,5.00E-06,2.80E-07,2.80E-07,1.00E-05,3.50E-05,1.50E-05,1.50E-05,125,fail,50.93,1.80E+07,56.97,6.54E-05,-74.91,77.28,8.50E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,5.00E-06,5.00E-06,27,fail,50.76,3.23E+07,72.41,6.01E-05,-83.88,53.81,4.64E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,5.00E-06,5.00E-06,125,fail,49.86,3.34E+07,69.06,7.57E-05,-84.08,51.66,3.94E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,5.00E-06,1.00E-05,27,fail,51.13,3.15E+07,61.23,6.01E-05,-74.31,51.5,4.23E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,5.00E-06,1.00E-05,125,fail,50.07,3.27E+07,58.89,7.58E-05,-74.02,49.84,3.65E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,51.28,3.07E+07,58.48,6.01E-05,-71.69,49.11,3.93E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,50.13,3.20E+07,56.25,7.58E-05,-71.2,47.88,3.42E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,51.34,3.19E+07,73.16,5.32E-05,-85.43,46.74,5.00E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,50.41,3.31E+07,69.61,6.79E-05,-86.27,44.89,4.22E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.00E-05,1.00E-05,27,fail,51.72,3.12E+07,62.12,5.32E-05,-76,44.74,4.56E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.00E-05,1.00E-05,125,fail,50.63,3.22E+07,59.45,6.79E-05,-76.25,43.41,3.90E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.00E-05,1.50E-05,27,fail,51.87,3.03E+07,59.4,5.32E-05,-73.42,42.81,4.24E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.00E-05,1.50E-05,125,fail,50.69,3.17E+07,56.84,6.80E-05,-73.42,41.94,3.66E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.50E-05,5.00E-06,27,fail,51.57,3.16E+07,73.47,5.06E-05,-86.28,41.16,5.17E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.50E-05,5.00E-06,125,fail,50.64,3.27E+07,69.73,6.49E-05,-87.68,40,4.36E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.50E-05,1.00E-05,27,fail,51.95,3.09E+07,62.45,5.06E-05,-77.03,39.57,4.72E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.50E-05,1.00E-05,125,fail,50.87,3.20E+07,59.56,6.49E-05,-77.74,38.56,4.03E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.50E-05,1.50E-05,27,fail,52.11,3.01E+07,59.74,5.06E-05,-74.48,38.07,4.39E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,1.50E-05,1.50E-05,1.50E-05,125,fail,50.93,3.15E+07,56.97,6.50E-05,-74.91,37.49,3.78E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,5.00E-06,5.00E-06,27,fail,50.76,2.56E+07,72.33,6.01E-05,-83.88,86.52,1.82E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,5.00E-06,5.00E-06,125,fail,49.86,2.61E+07,69.06,7.58E-05,-84.08,81.3,1.55E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,5.00E-06,1.00E-05,27,fail,51.13,2.52E+07,61.23,6.01E-05,-74.31,86.24,1.71E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,5.00E-06,1.00E-05,125,fail,50.07,2.58E+07,58.89,7.58E-05,-74.02,81.01,1.48E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,5.00E-06,1.50E-05,27,fail,51.28,2.52E+07,58.48,6.01E-05,-71.69,84.38,1.64E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,5.00E-06,1.50E-05,125,fail,50.13,2.55E+07,56.25,7.59E-05,-71.2,79.48,1.43E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.00E-05,5.00E-06,27,fail,51.34,2.53E+07,73.16,5.32E-05,-85.43,83.23,1.97E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.00E-05,5.00E-06,125,fail,50.41,2.57E+07,69.61,6.80E-05,-86.27,78.17,1.67E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.00E-05,1.00E-05,27,fail,51.72,2.52E+07,62.12,5.32E-05,-76,82.7,1.85E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.00E-05,1.00E-05,125,fail,50.63,2.55E+07,59.45,6.80E-05,-76.25,77.82,1.59E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.00E-05,1.50E-05,27,fail,51.87,2.50E+07,59.4,5.32E-05,-73.42,80.63,1.78E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.00E-05,1.50E-05,125,fail,50.69,2.52E+07,56.84,6.81E-05,-73.42,76.16,1.54E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.50E-05,5.00E-06,27,fail,51.57,2.51E+07,73.47,5.06E-05,-86.28,79.92,2.04E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.50E-05,5.00E-06,125,fail,50.64,2.56E+07,69.73,6.50E-05,-87.68,75.38,1.73E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.50E-05,1.00E-05,27,fail,51.95,2.49E+07,62.45,5.06E-05,-77.03,79.2,1.92E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.50E-05,1.00E-05,125,fail,50.87,2.55E+07,59.56,6.50E-05,-77.74,75.02,1.64E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.50E-05,1.50E-05,27,fail,52.11,2.48E+07,59.74,5.06E-05,-74.48,77.04,1.85E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,2.50E-05,1.50E-05,1.50E-05,125,fail,50.93,2.53E+07,56.97,6.51E-05,-74.91,73.36,1.59E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,5.00E-06,27,fail,50.76,2.30E+07,72.33,6.01E-05,-83.88,95.9,1.28E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,5.00E-06,125,fail,49.86,2.30E+07,69.06,7.58E-05,-84.08,89.43,1.09E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.00E-05,27,fail,51.13,2.27E+07,61.23,6.00E-05,-74.31,96.4,1.21E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.00E-05,125,fail,50.07,2.25E+07,58.89,7.57E-05,-74.02,89.71,1.05E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.50E-05,27,fail,51.28,2.24E+07,58.48,6.00E-05,-71.69,95.18,1.17E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,5.00E-06,1.50E-05,125,fail,50.12,2.24E+07,56.25,7.58E-05,-71.2,88.7,1.02E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,5.00E-06,27,fail,51.34,2.29E+07,73.16,5.32E-05,-85.43,94.41,1.39E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,5.00E-06,125,fail,50.41,2.30E+07,69.61,6.81E-05,-86.27,87.83,1.17E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.00E-05,27,fail,51.72,2.26E+07,62.12,5.32E-05,-76,94.73,1.32E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.00E-05,125,fail,50.63,2.25E+07,59.45,6.80E-05,-76.25,88.11,1.13E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.50E-05,27,fail,51.87,2.22E+07,59.4,5.32E-05,-73.42,93.25,1.27E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.00E-05,1.50E-05,125,fail,50.69,2.23E+07,56.84,6.80E-05,-73.42,86.99,1.10E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,5.00E-06,27,fail,51.57,2.29E+07,73.47,5.07E-05,-86.28,92.29,1.44E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,5.00E-06,125,fail,50.64,2.29E+07,69.73,6.51E-05,-87.68,86.04,1.22E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.00E-05,27,fail,51.95,2.25E+07,62.45,5.06E-05,-77.03,92.48,1.37E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.00E-05,125,fail,50.87,2.25E+07,59.56,6.50E-05,-77.74,86.31,1.17E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.50E-05,27,fail,52.11,2.21E+07,59.74,5.06E-05,-74.48,90.84,1.32E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.00E-05,1.50E-05,1.50E-05,125,fail,50.93,2.21E+07,56.97,6.50E-05,-74.91,85.14,1.14E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,5.00E-06,27,fail,50.76,1.88E+07,72.33,6.00E-05,-84.29,102.3,9.49E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,5.00E-06,125,fail,49.86,1.84E+07,69.06,7.57E-05,-84.08,94.87,8.08E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.00E-05,27,fail,51.13,1.84E+07,61.23,5.99E-05,-74.31,103.3,9.02E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.00E-05,125,fail,50.07,1.80E+07,58.89,7.56E-05,-74.02,95.48,7.79E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.50E-05,27,fail,51.28,1.81E+07,58.48,5.99E-05,-71.69,102.5,8.76E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,5.00E-06,1.50E-05,125,fail,50.12,1.74E+07,56.25,7.56E-05,-71.2,94.84,7.63E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,5.00E-06,27,fail,51.34,1.87E+07,73.16,5.32E-05,-85.43,102.2,1.03E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,5.00E-06,125,fail,50.41,1.87E+07,69.61,6.81E-05,-86.27,94.36,8.71E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.00E-05,27,fail,51.72,1.79E+07,62.12,5.31E-05,-76,103.2,9.78E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.00E-05,125,fail,50.63,1.80E+07,59.45,6.79E-05,-76.25,95.02,8.38E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.50E-05,27,fail,51.87,1.80E+07,59.4,5.31E-05,-73.42,102.2,9.50E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.00E-05,1.50E-05,125,fail,50.69,1.77E+07,56.84,6.79E-05,-73.42,94.29,8.20E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,5.00E-06,27,fail,51.57,1.87E+07,73.47,5.07E-05,-86.28,101.2,1.07E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,5.00E-06,125,fail,50.64,1.87E+07,69.73,6.51E-05,-87.68,93.37,9.02E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.00E-05,27,fail,51.95,1.82E+07,62.45,5.06E-05,-77.03,102.1,1.02E+05
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.00E-05,125,fail,50.86,1.83E+07,59.56,6.50E-05,-77.74,94.07,8.68E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.50E-05,27,fail,52.1,1.78E+07,59.74,5.06E-05,-74.48,101.1,9.86E+04
2,5.00E-06,2.80E-07,2.80E-07,2.00E-05,3.50E-05,1.50E-05,1.50E-05,125,fail,50.93,1.79E+07,56.97,6.50E-05,-74.91,93.29,8.49E+04
2,5.00E-06,2.80E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,5.00E-06,27,fail,55.33,3.18E+07,52.61,6.02E-05,-73.06,32.85,2.91E+05
2,5.00E-06,2.80E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,5.00E-06,125,fail,54.52,3.32E+07,52.99,7.59E-05,-75.07,34.35,2.47E+05
2,5.00E-06,2.80E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,1.00E-05,27,fail,56.26,3.09E+07,58.07,6.02E-05,-81.06,32.94,2.54E+05
2,5.00E-06,2.80E-07,4.60E-07,5.00E-06,1.50E-05,5.00E-06,1.00E-05,125,fail,55.37,3.22E+07,60.82,7.59E-05,-85.9,34.52,2.16E+05
